user_name,quality_grade,scientific_name,common_name,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name
,research,Euodynerus pratensis,,Animalia,Arthropoda,Insecta,Hymenoptera,Vespidae,Euodynerus
Cyrus Allen,needs_id,Fissicrambus haytiellus,Carpet-grass Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Fissicrambus
Cyrus Allen,needs_id,Acinopterus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Acinopterus
,needs_id,Cotinis,Green June Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Cotinis
Cyrus Allen,needs_id,Coproporus,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Coproporus
Faith LaBry,research,Lepyronia gibbosa,Hill-Prairie Spittlebug,Animalia,Arthropoda,Insecta,Hemiptera,Aphrophoridae,Lepyronia
Cyrus Allen,needs_id,Tacoma feriella,,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Tacoma
Cyrus Allen,needs_id,Eoreuma densellus,Wainscot Grass-veneer,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Eoreuma
Cyrus Allen,needs_id,Dichomeris inversella,Inverse Dichomeris Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris
Meri Kuusi-Shields,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
Meri Kuusi-Shields,research,Danaus plexippus,Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
Cyrus Allen,research,Plusiodonta compressipalpis,Moonseed Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Plusiodonta
Chelsea Gould,research,Bidens frondosa,Devil's Beggarticks,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens
Landon,needs_id,Aesculus,buckeyes and horse-chestnuts,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus
Cyrus Allen,research,Schinia rivulosa,Ragweed Flower Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Schinia
Landon,needs_id,Apocynaceae,dogbane family,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,
Landon,research,Polanisia erosa,Large Clammyweed,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Polanisia
Cyrus Allen,research,Achyra rantalis,Garden Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Achyra
Faith LaBry,needs_id,Acrididae,Short-horned Grasshoppers,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,
Nancy Ashley Mcwhorter,research,Fraxinus pennsylvanica,green ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
Cyrus Allen,needs_id,Cricotopus,,Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Cricotopus
,needs_id,Ephemeroptera,Mayflies,Animalia,Arthropoda,Insecta,Ephemeroptera,,
,research,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
Meri Kuusi-Shields,research,Microtheoris vibicalis,Whip-marked Snout Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Microtheoris
Meri Kuusi-Shields,needs_id,Diplostethus texanus,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Diplostethus
Faith LaBry,needs_id,Leptoglossus,,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Leptoglossus
Meri Kuusi-Shields,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
Meri Kuusi-Shields,research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
Landon,research,Yucca arkansana,Arkansas Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
Landon,needs_id,Eragrostis,Lovegrasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis
Meri Kuusi-Shields,research,Solanum rostratum,buffalo-bur,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum
Meri Kuusi-Shields,research,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Landon,needs_id,Froelichia floridana,Plains Snakecotton,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Froelichia
,needs_id,Gaura,beeblossoms,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
Meri Kuusi-Shields,research,Sagittaria platyphylla,Delta Arrowhead,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Sagittaria
,research,Diplotaxis muralis,annual wall-rocket,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Diplotaxis
Meri Kuusi-Shields,research,Epicauta pensylvanica,Black Blister Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Epicauta
Eleanor Pate,needs_id,Andricus,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus
Landon,research,Verbena halei,Texas vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena
Eleanor Pate,research,Yucca pallida,Pale Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
Melanie Schuchart,research,Brickellia eupatorioides,False Boneset,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Brickellia
,needs_id,Juglandaceae,walnut family,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,
Melanie Schuchart,research,Ruellia humilis,hairy ruellia,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Ruellia
Faith LaBry,research,Ega sallei,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Ega
Melanie Schuchart,research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
Melanie Schuchart,needs_id,Asclepias verticillata,whorled milkweed,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias
Landon,research,Panicum virgatum,switchgrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum
Melanie Schuchart,research,Bouteloua curtipendula,Sideoats Grama,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua
Eleanor Pate,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
Melanie Schuchart,research,Stenaria nigricans,diamond-flowers,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenaria
,research,Evania appendigaster,Blue-eyed Ensign Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Evaniidae,Evania
Melanie Schuchart,research,Eriogonum longifolium,Longleaf Buckwheat,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum
Melanie Schuchart,needs_id,Amphiachyris dracunculoides,prairie broomweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Amphiachyris
,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Melanie Schuchart,research,Ipomopsis rubra,standing cypress,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Ipomopsis
Melanie Schuchart,research,Liatris punctata,dotted gayfeather,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris
Faith LaBry,needs_id,Euborellia,,Animalia,Arthropoda,Insecta,Dermaptera,Anisolabididae,Euborellia
,research,Viburnum rufidulum,Rusty Blackhaw,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum
Shelley,needs_id,Commelina erecta,whitemouth dayflower,Plantae,Tracheophyta,Liliopsida,Commelinales,Commelinaceae,Commelina
"",research,Xylophanes tersa,Tersa Sphinx,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Xylophanes
,needs_id,Stagmomantis,,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Addy Kat,needs_id,Acanthocephala,Spine-headed Bugs,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Acanthocephala
"",research,Eryngium leavenworthii,Leavenworth's eryngo,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Eryngium
,research,Elymus virginicus,Virginia wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
Landon,research,Tridens flavus,purpletop tridens,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tridens
Landon,needs_id,Poales,"grasses, sedges, cattails, and allies",Plantae,Tracheophyta,Liliopsida,Poales,,
"",research,Glandularia bipinnatifida,Dakota mock vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Glandularia
Landon,research,Sabal minor,Dwarf Palmetto,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Sabal
,research,Polanisia dodecandra,redwhisker clammyweed,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Polanisia
,needs_id,Pluchea odorata,marsh fleabane,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Pluchea
Landon,research,Papilio glaucus,Eastern Tiger Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
,research,Toxicodendron radicans,eastern poison ivy,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron
Eleanor Pate,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
Angeles Gonzalez,needs_id,Euphorbia,spurges,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,research,Tridens flavus,purpletop tridens,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Tridens
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
Angeles Gonzalez,needs_id,Asteroideae,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,
Angeles Gonzalez,needs_id,Erigeron canadensis,horseweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron
,research,Oligotoma nigra,Black Webspinner,Animalia,Arthropoda,Insecta,Embioptera,Oligotomidae,Oligotoma
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
,research,Ilex decidua,possumhaw,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex
Angeles Gonzalez,needs_id,Bahiopsis laciniata,Tornleaf Goldeneye,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bahiopsis
,research,Cephalanthus occidentalis,buttonbush,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cephalanthus
Angeles Gonzalez,needs_id,Plantae,plants,Plantae,,,,,
,needs_id,Stagmomantis,,Animalia,Arthropoda,Insecta,Mantodea,Mantidae,Stagmomantis
Jenn Sawyer,research,Manduca sexta,Carolina Sphinx,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Manduca
Eleanor Pate,needs_id,Juglans nigra,eastern black walnut,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans
Angeles Gonzalez,needs_id,Solenopsis invicta,Red Imported Fire Ant,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Solenopsis
Isaac Eastland,research,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Eleanor Pate,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
Isaac Eastland,research,Grindelia lanceolata,Narrowleaf Gumweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia
Isaac Eastland,research,Rhus aromatica,fragrant sumac,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus
,research,Yucca pallida,Pale Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
,needs_id,Morus rubra,red mulberry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus
Eleanor Pate,needs_id,Morus rubra,red mulberry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Morus
,needs_id,Kummerowia striata,Japanese Clover,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Kummerowia
,research,Sapindus drummondii,Western Soapberry,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Sapindus
,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Isaac Eastland,research,Eriogonum longifolium,Longleaf Buckwheat,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum
Eleanor Pate,needs_id,Lobatae,red oaks,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Eleanor Pate,research,Quercus muehlenbergii,chinkapin oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Josh/Joshua,needs_id,Eclipta prostrata,false daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eclipta
"",research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,research,Lycoris radiata,red spider lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Lycoris
"",needs_id,Oenothera glaucifolia,False Gaura,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
,research,Yucca pallida,Pale Yucca,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca
,research,Odontotaenius disjunctus,Horned Passalus Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,Odontotaenius
"",research,Helianthus annuus,Common Sunflower,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus
"",needs_id,Opuntia,Prickly Pears,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia
Eleanor Pate,needs_id,Ungnadia speciosa,Mexican buckeye,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Ungnadia
,needs_id,Juniperus virginiana,eastern redcedar,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
,research,Ungnadia speciosa,Mexican buckeye,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Ungnadia
"",research,Eriogonum longifolium,Longleaf Buckwheat,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Eriogonum
,research,Juniperus virginiana,eastern redcedar,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
,needs_id,Fraxinus,ashes,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Cornus drummondii,roughleaf dogwood,Plantae,Tracheophyta,Magnoliopsida,Cornales,Cornaceae,Cornus
"",needs_id,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Landon,research,Prunus mexicana,Mexican Plum,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus
Ben Sandifer,research,Callicarpa americana,American beautyberry,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Callicarpa
Ben Sandifer,research,Papilio glaucus,Eastern Tiger Swallowtail,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Papilio
Ben Sandifer,research,Agalinis heterophylla,Prairie False Foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
Ben Sandifer,research,Hibiscus laevis,Halberd-leaf Rosemallow,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Hibiscus
Landon,needs_id,Hymenopappus artemisiifolius,Old Plainsman,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenopappus
Ben Sandifer,research,Sesbania herbacea,bigpod sesbania,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Sesbania
Joni Myers,research,Libellula pulchella,Twelve-spotted Skimmer,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Libellula
Ben Sandifer,needs_id,Poaceae,grasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,
Ben Sandifer,research,Ammannia coccinea,Scarlet Toothcup,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Ammannia
Ben Sandifer,research,Eragrostis reptans,Creeping lovegrass,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eragrostis
Landon,research,Liatris punctata,dotted gayfeather,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Liatris
Ben Sandifer,needs_id,Cyperus erythrorhizos,redroot flatsedge,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus
Ben Sandifer,research,Lycoris radiata,red spider lily,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Lycoris
Cara L,research,Dione vanillae,Gulf Fritillary,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Dione
,research,Ligustrum quihoui,Quihoui privet,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum
,research,Quercus macrocarpa,bur oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Cara L,needs_id,Eclipta prostrata,false daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eclipta
,research,Odontotaenius disjunctus,Horned Passalus Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Passalidae,Odontotaenius
,needs_id,Bacopa monnieri,Herb-of-Grace,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Bacopa
,needs_id,Juniperus,junipers,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
Cara L,research,Danaus plexippus,Monarch,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus
"",needs_id,Hexagenia limbata,Giant Mayfly,Animalia,Arthropoda,Insecta,Ephemeroptera,Ephemeridae,Hexagenia
"",needs_id,Fraxinus albicans,Texas ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,needs_id,Loxosceles reclusa,Brown Recluse,Animalia,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles
,needs_id,Agelenopsis,Grass Spiders,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Agelenopsis
,needs_id,Reticulitermes flavipes,Eastern Subterranean Termite,Animalia,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Reticulitermes
Tabby Brobston,needs_id,Mermiria bivittata,Two-striped Mermiria,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Mermiria
Justin,needs_id,Evania appendigaster,Blue-eyed Ensign Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Evaniidae,Evania
Sam Kieschnick,research,Helenium amarum,Bitterweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Helenium
Sam Kieschnick,research,Ambrosia trifida,giant ragweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
Sam Kieschnick,research,Rivina humilis,pigeonberry,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Petiveriaceae,Rivina
,needs_id,Magnoliopsida,dicots,Plantae,Tracheophyta,Magnoliopsida,,,
Sam Kieschnick,research,Cocculus carolinus,Carolina snailseed,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Menispermaceae,Cocculus
Sam Kieschnick,research,Verbena halei,Texas vervain,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Verbena
Sam Kieschnick,research,Phytolacca americana,American pokeweed,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Phytolaccaceae,Phytolacca
Sam Kieschnick,research,Croton monanthogynus,Prairie Tea,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Sam Kieschnick,research,Cissus trifoliata,sorrelvine,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cissus
jan lapine,research,Melanoplus differentialis,Differential Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Melanoplus
Sam Kieschnick,research,Physalis cinerascens,smallflower groundcherry,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Physalis
Sam Kieschnick,needs_id,Chenopodium,Goosefoots,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium
Sam Kieschnick,research,Croton glandulosus,Tropic Croton,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton
Sam Kieschnick,research,Andricus lustrans,,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,Andricus
Sam Kieschnick,research,Quercus stellata,post oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Sam Kieschnick,research,Sideroxylon lanuginosum,Gum bumelia,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Sideroxylon
super becky,research,Ilex decidua,possumhaw,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex
Sam Kieschnick,research,Polypremum procumbens,Rust Weed,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Tetrachondraceae,Polypremum
Sam Kieschnick,research,Quercus marilandica,blackjack oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Sam Kieschnick,research,Cercis canadensis,eastern redbud,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Cercis
Sam Kieschnick,research,Prunus mexicana,Mexican Plum,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus
,research,Frangula caroliniana,Carolina buckthorn,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rhamnaceae,Frangula
Trish Reyes,needs_id,Solidago altissima,tall goldenrod,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago
Yalda,research,Erythemis simplicicollis,Eastern Pondhawk,Animalia,Arthropoda,Insecta,Odonata,Libellulidae,Erythemis
Yalda,research,Sceliphron caementarium,Yellow-legged Mud-dauber Wasp,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron
Sam Kieschnick,research,Trimerotropis maritima,Seaside Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Trimerotropis
Sam Kieschnick,research,Hippiscus ocelote,Wrinkled Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Hippiscus
Sam Kieschnick,needs_id,Cerceris,Typical Weevil Wasps and Allies,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris
Sam Kieschnick,needs_id,Crabronidae,"Square-headed Wasps, Sand Wasps, and Allies",Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,
Sam Kieschnick,needs_id,Hedychridium,,Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Hedychridium
Sam Kieschnick,needs_id,Conura,,Animalia,Arthropoda,Insecta,Hymenoptera,Chalcididae,Conura
Sam Kieschnick,research,Chariesterus antennator,Euphorbia Bug,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,Chariesterus
Sam Kieschnick,research,Nathalis iole,Dainty Sulphur,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Nathalis
Sam Kieschnick,needs_id,Geron,,Animalia,Arthropoda,Insecta,Diptera,Bombyliidae,Geron
Sam Kieschnick,research,Syrbula admirabilis,Admirable Grasshopper,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Syrbula
Alexandra Edwards,needs_id,Cynipidae,Gall Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,
Yalda,needs_id,Pterygota,Winged and Once-winged Insects,Animalia,Arthropoda,Insecta,,,
,research,Juniperus virginiana,eastern redcedar,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
,research,Smilax rotundifolia,roundleaf greenbrier,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Trish Reyes,research,Euphorbia bicolor,snow-on-the-prairie,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
,needs_id,Fraxinus albicans,Texas ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Trish Reyes,needs_id,Ulmus,elms,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,research,Symphyotrichum divaricatum,southern annual saltmarsh aster,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum
Alexandra Edwards,needs_id,Pemphigus obesinymphae,Cherubic Poplar Petiole-gall Aphid,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Pemphigus
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Trish Reyes,needs_id,Grindelia squarrosa,Curlycup Gumweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Grindelia
Trish Reyes,research,Thyridopteryx ephemeraeformis,Evergreen Bagworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Thyridopteryx
,needs_id,Fraxinus albicans,Texas ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Alexandra Edwards,needs_id,Cynipidae,Gall Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Cynipidae,
,research,Chasmanthium latifolium,inland wood oats,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Chasmanthium
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
,research,Ulmus crassifolia,Cedar Elm,Plantae,Tracheophyta,Magnoliopsida,Rosales,Ulmaceae,Ulmus
Theresa Posani,research,Polanisia dodecandra,redwhisker clammyweed,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Cleomaceae,Polanisia
Theresa Posani,needs_id,Fraxinus pennsylvanica,green ash,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus
,research,Elymus virginicus,Virginia wildrye,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus
Trish Reyes,needs_id,Juniperus,junipers,Plantae,Tracheophyta,Pinopsida,Pinales,Cupressaceae,Juniperus
Theresa Posani,needs_id,Quercus muehlenbergii,chinkapin oak,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus
Theresa Posani,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
Theresa Posani,research,Celtis laevigata,sugar hackberry,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Celtis
Theresa Posani,research,Acer negundo,boxelder,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer
