observed_on,user_name,quality_grade,lat,long,scientific_name,common_name,kingdom,phylum,class,order,family,genus
5/1/2022,Sam Kieschnick,needs_id,32.7435823,-97.81009656,Ortheziidae,Ensign Scales,Animalia,Arthropoda,Insecta,Hemiptera,Ortheziidae,
5/1/2022,Sam Kieschnick,needs_id,32.74433129,-97.80867901,Drassyllus lepidus,,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Drassyllus
5/1/2022,Sam Kieschnick,research,32.84889801,-97.49104651,Copris fricator,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Copris
5/1/2022,Sam Kieschnick,research,32.84945684,-97.49225887,Flavoclypeus nitens,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Flavoclypeus
5/1/2022,Sam Kieschnick,needs_id,32.85080431,-97.49434562,Osorius,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Osorius
5/1/2022,Sam Kieschnick,research,32.85933979,-97.50029996,Dilophus tibialis breviceps,,Animalia,Arthropoda,Insecta,Diptera,Bibionidae,Dilophus
5/1/2022,Sam Kieschnick,needs_id,32.85290435,-97.49440983,Anthrenus castaneae,,Animalia,Arthropoda,Insecta,Coleoptera,Dermestidae,Anthrenus
5/1/2022,Sam Kieschnick,needs_id,32.85154339,-97.49309018,Triachus,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Triachus
4/29/2022,Bob O'Kennon,research,32.73898833,-97.36294333,Viburnum × burkwoodii,Burkwood viburnum,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum
5/4/2022,Ginger Wyatt,needs_id,32.82339346,-96.68622707,Asarum,wild gingers,Plantae,Tracheophyta,Magnoliopsida,Piperales,Aristolochiaceae,Asarum
4/29/2022,Bob O'Kennon,needs_id,32.73729167,-97.36594833,Spiraea japonica,Japanese Spirea,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Spiraea
4/29/2022,Bob O'Kennon,research,32.73724833,-97.36580833,Oxalis incarnata,Pale pink-sorrel,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Oxalidaceae,Oxalis
5/1/2022,Tracey Fandre,needs_id,32.8425044,-96.64286554,Gabrius,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Gabrius
5/1/2022,Tracey Fandre,needs_id,32.91992348,-96.74973535,Glyphidocera,,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Glyphidocera
5/4/2022,Joe Shelnutt,needs_id,33.10771613,-97.00021835,Alopecurus,Foxtail grasses,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus
5/1/2022,Tracey Fandre,research,32.96234734,-96.62576148,Psorophora ferox,White-footed Woods Mosquito,Animalia,Arthropoda,Insecta,Diptera,Culicidae,Psorophora
5/1/2022,Tracey Fandre,research,32.85777555,-96.71275931,Obrium rufulum,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Obrium
5/1/2022,Sam Kieschnick,research,32.7869455,-96.58429675,Procloeon nelsoni,,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Procloeon
5/1/2022,Sam Kieschnick,needs_id,32.78672903,-96.58421092,Omonadus,,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Omonadus
5/1/2022,Sam Kieschnick,needs_id,32.78672001,-96.58412509,Sericophanes heidemanni,,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Sericophanes
5/2/2022,,needs_id,33.0136088,-97.1766689,Sida ulmifolia,Common Fanpetals,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Sida
4/30/2022,,needs_id,33.05441667,-96.93475278,Urtica dioica,great stinging nettle,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Urtica
5/1/2022,Meghan Cassidy,needs_id,33.310154,-97.608025,Lachesilla andra,,Animalia,Arthropoda,Insecta,Psocodea,Lachesillidae,Lachesilla
5/1/2022,Meghan Cassidy,research,33.310154,-97.608025,Neottiglossa cavifrons,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Neottiglossa
4/30/2022,Annika Lindqvist,needs_id,32.570788,-97.447365,Stigmella multispicata,Asian Elm Leafminer Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Nepticulidae,Stigmella
4/30/2022,Annika Lindqvist,needs_id,32.571805,-97.446825,Mermiriini,,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,
4/30/2022,Annika Lindqvist,research,32.572277,-97.446876,Hyperaspis signata,Twice-stabbed Sigil Lady Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Coccinellidae,Hyperaspis
5/2/2022,A Rector,needs_id,32.6608034,-97.3884758,Litargus,,Animalia,Arthropoda,Insecta,Coleoptera,Mycetophagidae,Litargus
4/29/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,32.78577287,-97.21650431,Reduviolus,,Animalia,Arthropoda,Insecta,Hemiptera,Nabidae,Nabis
4/30/2022,Karen Burkwall Johnson,needs_id,33.05948058,-96.93348893,Marmara,,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Marmara
5/4/2022,Thedeal1112,needs_id,32.755355,-97.49210333,Lobelia,Lobelias,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia
4/30/2022,Karen Burkwall Johnson,needs_id,33.05948058,-96.93348893,Glyphidocera lactiflosella,Five-spotted Glyphidocera,Animalia,Arthropoda,Insecta,Lepidoptera,Autostichidae,Glyphidocera
5/4/2022,Clarence Holmes,research,32.9614498,-97.07028085,Timulla leona,,Animalia,Arthropoda,Insecta,Hymenoptera,Mutillidae,Timulla
4/30/2022,Bob O'Kennon,needs_id,32.82397833,-97.459735,Fimbristylis dichotoma,Common Fringe-rush,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Fimbristylis
4/30/2022,Katelyn Perkins,needs_id,33.06419372,-96.96284103,Adaina,,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Adaina
5/2/2022,Tracey Fandre,research,32.82028566,-96.72878588,Tenebroides bimaculatus,,Animalia,Arthropoda,Insecta,Coleoptera,Trogossitidae,Tenebroides
5/2/2022,Tracey Fandre,research,32.98379382,-96.72276552,Pachypsylla celtidisgemma,,Animalia,Arthropoda,Insecta,Hemiptera,Aphalaridae,Pachypsylla
5/2/2022,Tracey Fandre,needs_id,32.98346363,-96.73834945,Anastatus semiflavidus,,Animalia,Arthropoda,Insecta,Hymenoptera,Eupelmidae,Anastatus
5/2/2022,Tracey Fandre,research,32.9171657,-96.71645732,Synanthedon refulgens,,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Synanthedon
5/2/2022,Tracey Fandre,research,32.82344826,-96.73747692,Hockeria unipunctatipennis,,Animalia,Arthropoda,Insecta,Hymenoptera,Chalcididae,Hockeria
5/2/2022,Tracey Fandre,research,32.92371408,-96.72458166,Tylozygus geometricus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Tylozygus
5/4/2022,Clarence Holmes,needs_id,32.96053065,-97.06834349,Methocha,,Animalia,Arthropoda,Insecta,Hymenoptera,Thynnidae,Methocha
5/4/2022,Clarence Holmes,research,32.9614442,-97.0695576,Caliadurgus fasciatellus,,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Caliadurgus
5/4/2022,Thedeal1112,needs_id,32.75498833,-97.49199667,Delphinieae,larkspurs and monkshoods,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,
5/2/2022,Sam Kieschnick,needs_id,32.77085928,-97.24284947,Pissonotus binotatus,,Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Pissonotus
5/2/2022,Sam Kieschnick,research,32.77132515,-97.24278091,Wolcottia pedalis,,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,Wolcottia
5/2/2022,Sam Kieschnick,research,32.77176043,-97.24242418,Lema confusa,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Lema
5/2/2022,Sam Kieschnick,research,32.77181431,-97.2423736,Aphanisticus cochinchinae seminulum,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Aphanisticus
5/2/2022,Sam Kieschnick,research,32.77277485,-97.24195684,Anisostena funesta,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Anisostena
5/2/2022,Sam Kieschnick,research,32.77612161,-97.24097977,Anisodactylus merula,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Anisodactylus
4/30/2022,,needs_id,33.0546605,-96.9351189,Maliattha,,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Maliattha
5/4/2022,,needs_id,32.89603333,-96.80180333,Brunnichia ovata,American Buckwheat Vine,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Brunnichia
4/29/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,32.66814093,-97.39224655,Anthribidae,Fungus Weevils,Animalia,Arthropoda,Insecta,Coleoptera,Anthribidae,
4/29/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,32.74198106,-97.31934317,Batrachedra,,Animalia,Arthropoda,Insecta,Lepidoptera,Batrachedridae,Batrachedra
4/30/2022,Donovan Moxley,research,33.08739921,-96.64573524,Gnaphalodes trachyderoides,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Gnaphalodes
4/29/2022,Meghan Cassidy,needs_id,32.612717,-96.998207,Pardosa vadosa,,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Pardosa
4/29/2022,Meghan Cassidy,needs_id,32.610199,-96.998138,Rhamphini,Flea Weevils,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,
4/30/2022,Annika Lindqvist,needs_id,33.05459,-96.934886,Pristocerinae,,Animalia,Arthropoda,Insecta,Hymenoptera,Bethylidae,
4/30/2022,Annika Lindqvist,research,33.05459,-96.934886,Homoeosoma deceptorium,Black-banded Homoeosoma Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Homoeosoma
5/3/2022,K. Tague,research,33.09971667,-96.85765833,Geum canadense texanum,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Geum
4/30/2022,,needs_id,33.05484895,-96.93406688,Olethreutini,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,
5/5/2022,Nick Kowalske,needs_id,32.87312167,-96.83928667,Lissohypnus texanus,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Lissohypnus
5/1/2022,,research,33.26718226,-97.06257746,Chalcodermus aeneus,Cowpea Curculio,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Chalcodermus
5/1/2022,Bob O'Kennon,research,32.74874,-97.273355,Agalinis densiflora,osage false foxglove,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Agalinis
5/1/2022,,research,33.32692162,-97.64136113,Phyllobrotica lengi,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Phyllobrotica
5/1/2022,,needs_id,33.32671544,-97.64049209,Atrichum angustatum,lesser smoothcap,Plantae,Bryophyta,Polytrichopsida,Polytrichales,Polytrichaceae,Atrichum
5/1/2022,,research,33.32600475,-97.64003075,Cicindela splendida,Splendid Tiger Beetle,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela
5/5/2022,Mustafa Malik,research,33.00808656,-96.6131372,Pyropyga minuta,Flower elf,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Pyropyga
5/2/2022,Meghan Cassidy,research,32.96601167,-97.0191805,Bassareus mammifer,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Bassareus
5/5/2022,,needs_id,32.90962833,-97.1189945,Subulininae,Awl Snails and Allies,Animalia,Mollusca,Gastropoda,Stylommatophora,Achatinidae,
4/30/2022,"Zachary ""Galactic Bug Man"" Chapman",research,32.58065554,-97.44632379,Leptoypha elliptica,,Animalia,Arthropoda,Insecta,Hemiptera,Tingidae,Leptoypha
5/2/2022,Mary Morrow,needs_id,33.04278026,-97.18315528,Hyalopterus pruni,Mealy Plum Aphid,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Hyalopterus
5/5/2022,Rashell Jeannet,needs_id,32.65979699,-96.54767043,Jacobaea paludosa,fen ragwort,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jacobaea
5/5/2022,Kathy Nelson,needs_id,33.01296341,-97.08681466,Chenopodium berlandieri,pitseed goosefoot,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Chenopodium
4/29/2022,Brent Franklin,needs_id,32.49770867,-96.95939295,Holochelus,,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Holochelus
4/29/2022,Brent Franklin,needs_id,32.49770867,-96.95939295,Pseudopostega,,Animalia,Arthropoda,Insecta,Lepidoptera,Opostegidae,Pseudopostega
5/2/2022,Carly Aulicky,needs_id,33.38261333,-97.03028617,Panagaeus,Holy Ground Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Panagaeus
5/1/2022,Meghan Cassidy,needs_id,33.32887167,-97.61997167,Macrobasis,,Animalia,Arthropoda,Insecta,Coleoptera,Meloidae,Epicauta
5/2/2022,Mary Morrow,needs_id,33.0136088,-97.1766689,Triplinerviae,Solidago subsect. Triplinerviae,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Solidago
5/1/2022,Elizabeth Rosenauer,needs_id,32.84947578,-97.20174455,Holopyga,,Animalia,Arthropoda,Insecta,Hymenoptera,Chrysididae,Holopyga
5/1/2022,Elizabeth Rosenauer,needs_id,32.8526795,-97.1986175,Tetrix,,Animalia,Arthropoda,Insecta,Orthoptera,Tetrigidae,Tetrix
5/5/2022,,research,32.72319164,-97.10918786,Hypsopygia nostralis,Southern hayworm,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Hypsopygia
5/1/2022,Annika Lindqvist,research,32.786821,-96.584271,Lissorhoptrus oryzophilus,Rice Water Weevil,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Lissorhoptrus
5/1/2022,Annika Lindqvist,needs_id,32.786821,-96.584271,Heptageniidae,Stream Mayflies,Animalia,Arthropoda,Insecta,Ephemeroptera,Heptageniidae,
5/1/2022,Annika Lindqvist,research,32.786821,-96.584271,Chlaenius tricolor tricolor,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Chlaenius
5/1/2022,Annika Lindqvist,needs_id,32.786821,-96.584271,Stilbus,,Animalia,Arthropoda,Insecta,Coleoptera,Phalacridae,Stilbus
5/1/2022,Annika Lindqvist,research,32.786821,-96.584271,Phloeonemus catenulatus,,Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Phloeonemus
5/1/2022,Annika Lindqvist,research,32.786821,-96.584271,Mompha rufocristatella,,Animalia,Arthropoda,Insecta,Lepidoptera,Momphidae,Mompha
5/1/2022,Annika Lindqvist,needs_id,32.786821,-96.584271,Hyporhagus,,Animalia,Arthropoda,Insecta,Coleoptera,Zopheridae,Hyporhagus
4/30/2022,Meghan Cassidy,needs_id,33.054565,-96.934959,Sobara,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Sobara
4/30/2022,Meghan Cassidy,research,33.054905,-96.935165,Melanophthalma simplex,,Animalia,Arthropoda,Insecta,Coleoptera,Latridiidae,Melanophthalma
4/30/2022,Meghan Cassidy,needs_id,33.054337,-96.935493,Dichomeris glenni,Glenn's Dichomeris Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Dichomeris
4/30/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,32.57633872,-97.4401841,Cercerini,Weevil Wasps and Allies,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,
4/30/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,32.57889883,-97.44124936,Hyophila,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Hyophila
4/30/2022,"Zachary ""Galactic Bug Man"" Chapman",needs_id,33.05459916,-96.93499032,Hellula rogatalis,Cabbage Webworm Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Hellula
5/6/2022,,needs_id,32.86401136,-97.11292275,Alternanthera brasiliana,Ruby Leaf,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Alternanthera
5/1/2022,,needs_id,32.70291111,-96.70370278,Lepidium lasiocarpum,Hairypod Pepperweed,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Lepidium
5/6/2022,Nicole Menaul,needs_id,32.58545846,-96.25883717,Hymenoxys richardsonii,Pingue Rubberweed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenoxys
5/1/2022,,research,32.82311667,-96.730125,Tetraneuris linearifolia linearifolia,Fineleaf Four-nerved Daisy,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tetraneuris
5/6/2022,A Rector,needs_id,32.670064,-97.4326091,Polybiomyia,,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Polybiomyia
4/30/2022,"Zachary ""Galactic Bug Man"" Chapman",research,33.05459653,-96.93513645,Xylesthia pruniramiella,Clemens' Bark Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Xylesthia
4/29/2022,Diane Wetherbee,research,33.01388889,-97.06694444,Metachroma suturale,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Metachroma
4/29/2022,Diane Wetherbee,research,33.01444444,-97.06666667,Stenaria nigricans nigricans,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Stenaria
5/1/2022,"Zachary ""Galactic Bug Man"" Chapman",research,32.71257529,-97.20001865,Strabala rufa,,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Strabala
5/7/2022,,needs_id,33.02820322,-96.70647472,Cimex,,Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex
5/7/2022,Martha Nusser Barnett,needs_id,33.36240413,-97.74296779,Hemipepsis,Old and New World Tarantula-hawk Wasps,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Hemipepsis
5/7/2022,,needs_id,33.20874845,-97.50705291,Erysimum,Wallflowers,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Erysimum
5/7/2022,Sydney Ellis,needs_id,32.75383056,-97.50501389,Jasminum sambac,Arabian Jasmine,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Jasminum
5/6/2022,Justin,research,33.37725333,-97.57981167,Anax longipes,Comet Darner,Animalia,Arthropoda,Insecta,Odonata,Aeshnidae,Anax
5/7/2022,Paulette,research,33.25697833,-96.52069667,Marshallia caespitosa signata,,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Marshallia
5/7/2022,Jeff Quayle,needs_id,33.39600667,-97.751545,Coreopsis grandiflora harveyana,Large-flower Tickseed,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Coreopsis
5/7/2022,Nick Kowalske,needs_id,32.839675,-96.714005,Rubioideae,,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,
5/6/2022,cproctor,research,33.02636222,-97.55382941,Laportea canadensis,wood nettle,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Laportea
5/8/2022,,research,33.04434208,-97.18502319,Oenothera berlandieri pinifolia,,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Oenothera
5/7/2022,Bob O'Kennon,needs_id,32.83326667,-97.473475,Erodium ciconium,Long-beaked Stork's-bill,Plantae,Tracheophyta,Magnoliopsida,Geraniales,Geraniaceae,Erodium
5/8/2022,,research,33.04087846,-97.18509735,Oxytropis lambertii articulata,,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Oxytropis
5/8/2022,Mary Karen O'Neil,research,32.76139667,-97.68050333,Goes tigrinus,White Oak Borer,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Goes
5/8/2022,Sadie Gipson,needs_id,32.75071038,-97.22432999,Petunioideae,petunias and allies,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,
5/8/2022,,needs_id,32.69198271,-97.39005304,Malvastrum coromandelianum,three-lobe false mallow,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Malvastrum
5/1/2022,Bill Schur,research,32.69386833,-97.45460333,Cerceris gnarina,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Cerceris
5/2/2022,Leah Baxter,needs_id,32.71713327,-97.05969385,Keroplatinae,,Animalia,Arthropoda,Insecta,Diptera,Keroplatidae,
5/1/2022,Bill Schur,needs_id,32.69364,-97.45394333,Agrilaxia texana,,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,Agrilaxia
5/7/2022,Karen Burkwall Johnson,needs_id,33.39830547,-97.75134701,Boopedon,Boopies,Animalia,Arthropoda,Insecta,Orthoptera,Acrididae,Boopedon
5/8/2022,,needs_id,32.78025067,-97.59025452,Cyclocephalini,Masked Chafers and Rice Beetles,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,
5/8/2022,,needs_id,32.50072467,-97.10087253,Dianella,flax-lilies,Plantae,Tracheophyta,Liliopsida,Asparagales,Asphodelaceae,Dianella
5/5/2022,Paul Jablonski,research,32.74857263,-97.36492082,Vinca minor,lesser periwinkle,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Vinca
5/2/2022,Elizabeth Rosenauer,research,32.7524236,-97.1925179,Parachma ochracealis,Ochre Parachma Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Parachma
5/8/2022,Sydney Ellis,needs_id,32.76410556,-97.41846389,Styrax officinalis,Snowdrop Bush,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax
5/8/2022,A Rector,needs_id,32.63706886,-97.31236708,Nitidotachinus,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Nitidotachinus
5/8/2022,Sam Moore,research,32.68394902,-97.17529299,Myrmex myrmex,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Myrmex
4/29/2022,,needs_id,32.78200333,-97.47712,Acheta,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,Acheta
4/29/2022,,needs_id,33.035321,-96.7280318,Clypastraea,,Animalia,Arthropoda,Insecta,Coleoptera,Corylophidae,Clypastraea
5/6/2022,Karen Burkwall Johnson,needs_id,32.9629304,-97.2247746,Cryptorhynchinae,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,
5/6/2022,Karen Burkwall Johnson,research,32.9629304,-97.2247746,Episcirrus brachialis,,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Episcirrus
5/6/2022,Meghan Cassidy,needs_id,33.34138833,-97.18444667,Neoscapteriscus,,Animalia,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,Neoscapteriscus
5/6/2022,Meghan Cassidy,needs_id,33.34105333,-97.183945,Perlesta,,Animalia,Arthropoda,Insecta,Plecoptera,Perlidae,Perlesta
5/6/2022,Karen Burkwall Johnson,needs_id,32.9629304,-97.2247746,Hemerobius,,Animalia,Arthropoda,Insecta,Neuroptera,Hemerobiidae,Hemerobius
5/6/2022,Karen Burkwall Johnson,needs_id,32.9629304,-97.2247746,Scaphoideus pullus,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Scaphoideus
5/6/2022,Karen Burkwall Johnson,research,32.9629304,-97.2247746,Telamona concava,,Animalia,Arthropoda,Insecta,Hemiptera,Membracidae,Telamona
5/6/2022,Karen Burkwall Johnson,needs_id,32.9629304,-97.2247746,Athysanini,,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,
5/9/2022,Chelsea Gould,needs_id,33.0613405,-96.73655995,Poecilocapsus,,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Poecilocapsus
5/9/2022,Sam Moore,research,32.68416433,-97.175615,Goes pulverulentus,Living Beech Borer,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Goes
5/10/2022,,needs_id,32.72343808,-97.10930339,Cenopis,,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Cenopis
5/9/2022,Bill Schur,needs_id,32.77458161,-97.37474854,Anisomorpha,Two-striped Walkingsticks,Animalia,Arthropoda,Insecta,Phasmida,Pseudophasmatidae,Anisomorpha
5/9/2022,,needs_id,32.38752146,-97.27751696,Synchlora aerata aerata,,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Synchlora
5/10/2022,Clarence Holmes,research,33.06249553,-96.99073086,Trypoxylon carinatum,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Trypoxylon
5/10/2022,,research,32.88743358,-97.27905129,Dasineura folliculi,,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Dasineura
5/10/2022,,needs_id,32.73246784,-97.28005556,Zygaenoidea,"Flannel, Slug Caterpillar, Leaf Skeletonizer, and Allied Moths",Animalia,Arthropoda,Insecta,Lepidoptera,,
5/9/2022,A Rector,needs_id,32.72978581,-97.32054216,Drosophila repleta,,Animalia,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila
5/1/2022,,needs_id,32.78689711,-96.69826549,Tathorhynchus exsiccata,Alfalfa Looper Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Tathorhynchus
5/8/2022,Lindsey,needs_id,33.020443,-96.45850197,Chalcolepidius viridipilis,,Animalia,Arthropoda,Insecta,Coleoptera,Elateridae,Chalcolepidius
5/10/2022,,needs_id,33.109749,-97.1086236,Linum medium,Stiff Yellow Flax,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Linaceae,Linum
5/5/2022,MasterNaturalistEsther,needs_id,32.70453667,-96.84508667,Photinia serrulata,,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Photinia
5/8/2022,,needs_id,32.912624,-96.638883,Ambrosia confertiflora,slimleaf bursage,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Ambrosia
5/8/2022,,needs_id,32.912624,-96.638883,Gynatrix pulchella,Hemp Bush,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Gynatrix
5/8/2022,,needs_id,32.912624,-96.638883,Myrsine divaricata,Weeping Mapou,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine
5/11/2022,,needs_id,32.96443,-97.22997167,Graphisurus,,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Graphisurus
5/9/2022,,needs_id,32.61618333,-96.82621667,Dipogon,,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Dipogon
5/1/2022,,research,33.035321,-96.7280318,Aroga compositella,Six-spotted Aroga Moth,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Aroga
5/10/2022,,needs_id,33.19355556,-97.55837778,Crotalaria,Rattlepods,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria
5/11/2022,Rick Travis,needs_id,33.1250695,-96.87824167,Agathidinae,,Animalia,Arthropoda,Insecta,Hymenoptera,Braconidae,
5/11/2022,,needs_id,32.82603524,-97.13385299,Duranta,,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta
5/11/2022,Elizabeth,needs_id,32.98503528,-97.36363148,Trigonotylus,,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Trigonotylus
5/8/2022,Kathryn Gonzalez,needs_id,32.81789965,-96.9831347,Taxus,yews,Plantae,Tracheophyta,Pinopsida,Pinales,Taxaceae,Taxus
